"interval_label","method","statistic","parameter","p_value","conf_low","conf_high","mean_control","mean_probiotic"
"Oct20_Oct23","Welch Two Sample t-test",-1.98942702582491,5.83321682136615,0.0951556657539487,-31.0993863883111,3.31388188803323,99.9188205211257,113.811572771265
