Taxon;Av. dissim;Contrib. %;Cumulative %;Mean Cop_pro_D16;Mean Cop_pro_D21;;;;;;Taxon;Av. dissim;Contrib. %;Cumulative %;Mean Cop_pro_D16;Mean Cop_pro_D24;;;;;Taxon;Av. dissim;Contrib. %;Cumulative %;Mean Cop_pro_D21;Mean Cop_pro_D24;;
Zotu1668;0;0;100;0;0;;;;;;Zotu1342;0;0;100;0;0;;;;;Zotu1351;0;0;100;0;0;;
Zotu1332;0;0;100;0;0;;;;;;Zotu514;0;0;100;0;0;;;;;Zotu514;0;0;100;0;0;;
Zotu1331;0;0;100;0;0;;;;;;Zotu1341;0;0;100;0;0;;;;;Zotu1703;0;0;100;0;0;;
Zotu1164;0;0;100;0;0;;;;;;Zotu1684;0;0;100;0;0;;;;;Zotu1702;0;0;100;0;0;;
Zotu1663;0;0;100;0;0;;;;;;Zotu315;0;0;100;0;0;;;;;Zotu1350;0;0;100;0;0;;
Zotu1661;0;0;100;0;0;;;;;;Zotu1683;0;0;100;0;0;;;;;Zotu1701;0;0;100;0;0;;
Zotu1660;0;0;100;0;0;;;;;;Zotu1340;0;0;100;0;0;;;;;Zotu1700;0;0;100;0;0;;
Zotu1659;0;0;100;0;0;;;;;;Zotu1169;0;0;100;0;0;;;;;Zotu1174;0;0;100;0;0;;
Zotu1658;0;0;100;0;0;;;;;;Zotu1082;0;0;100;0;0;;;;;Zotu1349;0;0;100;0;0;;
Zotu1328;0;0;100;0;0;;;;;;Zotu1682;0;0;100;0;0;;;;;Zotu1698;0;0;100;0;0;;
Zotu1162;0;0;100;0;0;;;;;;Zotu1681;0;0;100;0;0;;;;;Zotu1084;0;0;100;0;0;;
Zotu1656;0;0;100;0;0;;;;;;Zotu1680;0;0;100;0;0;;;;;Zotu524;0;0;100;0;0;;
Zotu1327;0;0;100;0;0;;;;;;Zotu1339;0;0;100;0;0;;;;;Zotu1040;0;0;100;0;0;;
Zotu1654;0;0;100;0;0;;;;;;Zotu305;0;0;100;0;0;;;;;Zotu1019;0;0;100;0;0;;
Zotu1038;0;0;100;0;0;;;;;;Zotu1677;0;0;100;0;0;;;;;Zotu1008;0;0;100;0;0;;
Zotu1653;0;0;100;0;0;;;;;;Zotu1337;0;0;100;0;0;;;;;Zotu1347;0;0;100;0;0;;
Zotu1325;0;0;100;0;0;;;;;;Zotu1081;0;0;100;0;0;;;;;Zotu338;0;0;100;0;0;;
Zotu1324;0;0;100;0;0;;;;;;Zotu1675;0;0;100;0;0;;;;;Zotu1694;0;0;100;0;0;;
Zotu1160;0;0;100;0;0;;;;;;Zotu1674;0;0;100;0;0;;;;;Zotu1346;0;0;100;0;0;;
Zotu1323;0;0;100;0;0;;;;;;Zotu1672;0;0;100;0;0;;;;;Zotu1172;0;0;100;0;0;;
Zotu244;0;0;100;0;0;;;;;;Zotu1671;0;0;100;0;0;;;;;Zotu1345;0;0;100;0;0;;
Zotu1322;0;0;100;0;0;;;;;;Zotu1333;0;0;100;0;0;;;;;Zotu1690;0;0;100;0;0;;
Zotu1078;0;0;100;0;0;;;;;;Zotu1080;0;0;100;0;0;;;;;Zotu1689;0;0;100;0;0;;
Zotu241;0;0;100;0;0;;;;;;Zotu1018;0;0;100;0;0;;;;;Zotu1343;0;0;100;0;0;;
Zotu1645;0;0;100;0;0;;;;;;Zotu1668;0;0;100;0;0;;;;;Zotu1342;0;0;100;0;0;;
Zotu1321;0;0;100;0;0;;;;;;Zotu1332;0;0;100;0;0;;;;;Zotu1341;0;0;100;0;0;;
Zotu1644;0;0;100;0;0;;;;;;Zotu1331;0;0;100;0;0;;;;;Zotu317;0;0;100;0;0;;
Zotu1643;0;0;100;0;0;;;;;;Zotu1164;0;0;100;0;0;;;;;Zotu1684;0;0;100;0;0;;
Zotu1320;0;0;100;0;0;;;;;;Zotu1663;0;0;100;0;0;;;;;Zotu1340;0;0;100;0;0;;
Zotu1159;0;0;100;0;0;;;;;;Zotu1661;0;0;100;0;0;;;;;Zotu1682;0;0;100;0;0;;
Zotu1642;0;0;100;0;0;;;;;;Zotu1660;0;0;100;0;0;;;;;Zotu1680;0;0;100;0;0;;
Zotu1641;0;0;100;0;0;;;;;;Zotu1329;0;0;100;0;0;;;;;Zotu1339;0;0;100;0;0;;
Zotu543;0;0;100;0;0;;;;;;Zotu543;0;0;100;0;0;;;;;Zotu305;0;0;100;0;0;;
Zotu544;0;0;100;0;0;;;;;;Zotu1659;0;0;100;0;0;;;;;Zotu1677;0;0;100;0;0;;
Zotu1640;0;0;100;0;0;;;;;;Zotu265;0;0;100;0;0;;;;;Zotu1337;0;0;100;0;0;;
Zotu2289;0;0;100;0;0;;;;;;Zotu1658;0;0;100;0;0;;;;;Zotu1081;0;0;100;0;0;;
Zotu1319;0;0;100;0;0;;;;;;Zotu1328;0;0;100;0;0;;;;;Zotu1675;0;0;100;0;0;;
Zotu1158;0;0;100;0;0;;;;;;Zotu1162;0;0;100;0;0;;;;;Zotu1674;0;0;100;0;0;;
Zotu1037;0;0;100;0;0;;;;;;Zotu1327;0;0;100;0;0;;;;;Zotu1672;0;0;100;0;0;;
Zotu2288;0;0;100;0;0;;;;;;Zotu1038;0;0;100;0;0;;;;;Zotu1671;0;0;100;0;0;;
Zotu2287;0;0;100;0;0;;;;;;Zotu1653;0;0;100;0;0;;;;;Zotu1080;0;0;100;0;0;;
Zotu1639;0;0;100;0;0;;;;;;Zotu1325;0;0;100;0;0;;;;;Zotu1668;0;0;100;0;0;;
Zotu1638;0;0;100;0;0;;;;;;Zotu1324;0;0;100;0;0;;;;;Zotu1332;0;0;100;0;0;;
Zotu2284;0;0;100;0;0;;;;;;Zotu1160;0;0;100;0;0;;;;;Zotu1331;0;0;100;0;0;;
Zotu2281;0;0;100;0;0;;;;;;Zotu1649;0;0;100;0;0;;;;;Zotu1164;0;0;100;0;0;;
Zotu1636;0;0;100;0;0;;;;;;Zotu1323;0;0;100;0;0;;;;;Zotu1663;0;0;100;0;0;;
Zotu1317;0;0;100;0;0;;;;;;Zotu1322;0;0;100;0;0;;;;;Zotu1661;0;0;100;0;0;;
Zotu1157;0;0;100;0;0;;;;;;Zotu1078;0;0;100;0;0;;;;;Zotu1163;0;0;100;0;0;;
Zotu1635;0;0;100;0;0;;;;;;Zotu1645;0;0;100;0;0;;;;;Zotu1660;0;0;100;0;0;;
Zotu2278;0;0;100;0;0;;;;;;Zotu1321;0;0;100;0;0;;;;;Zotu1659;0;0;100;0;0;;
Zotu1634;0;0;100;0;0;;;;;;Zotu1644;0;0;100;0;0;;;;;Zotu1658;0;0;100;0;0;;
Zotu2276;0;0;100;0;0;;;;;;Zotu1643;0;0;100;0;0;;;;;Zotu1328;0;0;100;0;0;;
Zotu2275;0;0;100;0;0;;;;;;Zotu1320;0;0;100;0;0;;;;;Zotu1162;0;0;100;0;0;;
Zotu1633;0;0;100;0;0;;;;;;Zotu1159;0;0;100;0;0;;;;;Zotu1327;0;0;100;0;0;;
Zotu2274;0;0;100;0;0;;;;;;Zotu1642;0;0;100;0;0;;;;;Zotu1655;0;0;100;0;0;;
Zotu2273;0;0;100;0;0;;;;;;Zotu1641;0;0;100;0;0;;;;;Zotu1079;0;0;100;0;0;;
Zotu1315;0;0;100;0;0;;;;;;Zotu2289;0;0;100;0;0;;;;;Zotu1038;0;0;100;0;0;;
Zotu1156;0;0;100;0;0;;;;;;Zotu1319;0;0;100;0;0;;;;;Zotu1653;0;0;100;0;0;;
Zotu1076;0;0;100;0;0;;;;;;Zotu2288;0;0;100;0;0;;;;;Zotu1325;0;0;100;0;0;;
Zotu2271;0;0;100;0;0;;;;;;Zotu2287;0;0;100;0;0;;;;;Zotu1324;0;0;100;0;0;;
Zotu2270;0;0;100;0;0;;;;;;Zotu1639;0;0;100;0;0;;;;;Zotu1160;0;0;100;0;0;;
Zotu1630;0;0;100;0;0;;;;;;Zotu2286;0;0;100;0;0;;;;;Zotu1323;0;0;100;0;0;;
Zotu2269;0;0;100;0;0;;;;;;Zotu2285;0;0;100;0;0;;;;;Zotu1322;0;0;100;0;0;;
Zotu2268;0;0;100;0;0;;;;;;Zotu1638;0;0;100;0;0;;;;;Zotu1078;0;0;100;0;0;;
Zotu2267;0;0;100;0;0;;;;;;Zotu572;0;0;100;0;0;;;;;Zotu1645;0;0;100;0;0;;
Zotu573;0;0;100;0;0;;;;;;Zotu2284;0;0;100;0;0;;;;;Zotu1321;0;0;100;0;0;;
Zotu1629;0;0;100;0;0;;;;;;Zotu2281;0;0;100;0;0;;;;;Zotu1644;0;0;100;0;0;;
Zotu1313;0;0;100;0;0;;;;;;Zotu1636;0;0;100;0;0;;;;;Zotu1643;0;0;100;0;0;;
Zotu1155;0;0;100;0;0;;;;;;Zotu1317;0;0;100;0;0;;;;;Zotu1320;0;0;100;0;0;;
Zotu2265;0;0;100;0;0;;;;;;Zotu1635;0;0;100;0;0;;;;;Zotu1159;0;0;100;0;0;;
Zotu2264;0;0;100;0;0;;;;;;Zotu2278;0;0;100;0;0;;;;;Zotu1642;0;0;100;0;0;;
Zotu1628;0;0;100;0;0;;;;;;Zotu1634;0;0;100;0;0;;;;;Zotu1641;0;0;100;0;0;;
Zotu2262;0;0;100;0;0;;;;;;Zotu2275;0;0;100;0;0;;;;;Zotu2289;0;0;100;0;0;;
Zotu1312;0;0;100;0;0;;;;;;Zotu1633;0;0;100;0;0;;;;;Zotu1319;0;0;100;0;0;;
Zotu2261;0;0;100;0;0;;;;;;Zotu2274;0;0;100;0;0;;;;;Zotu1017;0;0;100;0;0;;
Zotu1626;0;0;100;0;0;;;;;;Zotu2273;0;0;100;0;0;;;;;Zotu2288;0;0;100;0;0;;
Zotu2259;0;0;100;0;0;;;;;;Zotu1315;0;0;100;0;0;;;;;Zotu2287;0;0;100;0;0;;
Zotu2258;0;0;100;0;0;;;;;;Zotu1156;0;0;100;0;0;;;;;Zotu1639;0;0;100;0;0;;
Zotu1625;0;0;100;0;0;;;;;;Zotu1076;0;0;100;0;0;;;;;Zotu1638;0;0;100;0;0;;
Zotu1311;0;0;100;0;0;;;;;;Zotu1631;0;0;100;0;0;;;;;Zotu2284;0;0;100;0;0;;
Zotu1154;0;0;100;0;0;;;;;;Zotu2270;0;0;100;0;0;;;;;Zotu2281;0;0;100;0;0;;
Zotu1036;0;0;100;0;0;;;;;;Zotu1630;0;0;100;0;0;;;;;Zotu1636;0;0;100;0;0;;
Zotu1623;0;0;100;0;0;;;;;;Zotu2269;0;0;100;0;0;;;;;Zotu1317;0;0;100;0;0;;
Zotu2252;0;0;100;0;0;;;;;;Zotu2268;0;0;100;0;0;;;;;Zotu1635;0;0;100;0;0;;
Zotu1622;0;0;100;0;0;;;;;;Zotu2267;0;0;100;0;0;;;;;Zotu2278;0;0;100;0;0;;
Zotu2250;0;0;100;0;0;;;;;;Zotu1629;0;0;100;0;0;;;;;Zotu2277;0;0;100;0;0;;
Zotu1621;0;0;100;0;0;;;;;;Zotu1313;0;0;100;0;0;;;;;Zotu1634;0;0;100;0;0;;
Zotu1153;0;0;100;0;0;;;;;;Zotu2265;0;0;100;0;0;;;;;Zotu2275;0;0;100;0;0;;
Zotu1620;0;0;100;0;0;;;;;;Zotu2264;0;0;100;0;0;;;;;Zotu1633;0;0;100;0;0;;
Zotu2247;0;0;100;0;0;;;;;;Zotu2262;0;0;100;0;0;;;;;Zotu2274;0;0;100;0;0;;
Zotu2246;0;0;100;0;0;;;;;;Zotu1312;0;0;100;0;0;;;;;Zotu2273;0;0;100;0;0;;
Zotu2245;0;0;100;0;0;;;;;;Zotu1626;0;0;100;0;0;;;;;Zotu1315;0;0;100;0;0;;
Zotu598;0;0;100;0;0;;;;;;Zotu598;0;0;100;0;0;;;;;Zotu1156;0;0;100;0;0;;
Zotu599;0;0;100;0;0;;;;;;Zotu2259;0;0;100;0;0;;;;;Zotu1076;0;0;100;0;0;;
Zotu1619;0;0;100;0;0;;;;;;Zotu1625;0;0;100;0;0;;;;;Zotu2270;0;0;100;0;0;;
Zotu2244;0;0;100;0;0;;;;;;Zotu1311;0;0;100;0;0;;;;;Zotu1630;0;0;100;0;0;;
Zotu1618;0;0;100;0;0;;;;;;Zotu1154;0;0;100;0;0;;;;;Zotu2269;0;0;100;0;0;;
Zotu601;0;0;100;0;0;;;;;;Zotu1075;0;0;100;0;0;;;;;Zotu2268;0;0;100;0;0;;
Zotu1308;0;0;100;0;0;;;;;;Zotu2257;0;0;100;0;0;;;;;Zotu2267;0;0;100;0;0;;
Zotu1616;0;0;100;0;0;;;;;;Zotu1623;0;0;100;0;0;;;;;Zotu1629;0;0;100;0;0;;
Zotu2237;0;0;100;0;0;;;;;;Zotu1310;0;0;100;0;0;;;;;Zotu1313;0;0;100;0;0;;
Zotu1615;0;0;100;0;0;;;;;;Zotu2252;0;0;100;0;0;;;;;Zotu2265;0;0;100;0;0;;
Zotu2235;0;0;100;0;0;;;;;;Zotu1622;0;0;100;0;0;;;;;Zotu2264;0;0;100;0;0;;
Zotu1614;0;0;100;0;0;;;;;;Zotu2250;0;0;100;0;0;;;;;Zotu2262;0;0;100;0;0;;
Zotu1306;0;0;100;0;0;;;;;;Zotu1621;0;0;100;0;0;;;;;Zotu1312;0;0;100;0;0;;
Zotu1151;0;0;100;0;0;;;;;;Zotu1153;0;0;100;0;0;;;;;Zotu1626;0;0;100;0;0;;
Zotu2233;0;0;100;0;0;;;;;;Zotu1620;0;0;100;0;0;;;;;Zotu2259;0;0;100;0;0;;
Zotu1305;0;0;100;0;0;;;;;;Zotu2247;0;0;100;0;0;;;;;Zotu1625;0;0;100;0;0;;
Zotu1304;0;0;100;0;0;;;;;;Zotu2246;0;0;100;0;0;;;;;Zotu1311;0;0;100;0;0;;
Zotu1073;0;0;100;0;0;;;;;;Zotu2245;0;0;100;0;0;;;;;Zotu1154;0;0;100;0;0;;
Zotu2227;0;0;100;0;0;;;;;;Zotu1619;0;0;100;0;0;;;;;Zotu1623;0;0;100;0;0;;
Zotu2226;0;0;100;0;0;;;;;;Zotu1618;0;0;100;0;0;;;;;Zotu2252;0;0;100;0;0;;
Zotu1609;0;0;100;0;0;;;;;;Zotu615;0;0;100;0;0;;;;;Zotu1622;0;0;100;0;0;;
Zotu2225;0;0;100;0;0;;;;;;Zotu1308;0;0;100;0;0;;;;;Zotu2250;0;0;100;0;0;;
Zotu1608;0;0;100;0;0;;;;;;Zotu1074;0;0;100;0;0;;;;;Zotu1621;0;0;100;0;0;;
Zotu2223;0;0;100;0;0;;;;;;Zotu2237;0;0;100;0;0;;;;;Zotu1153;0;0;100;0;0;;
Zotu2221;0;0;100;0;0;;;;;;Zotu2235;0;0;100;0;0;;;;;Zotu1620;0;0;100;0;0;;
Zotu2220;0;0;100;0;0;;;;;;Zotu1614;0;0;100;0;0;;;;;Zotu2247;0;0;100;0;0;;
Zotu1606;0;0;100;0;0;;;;;;Zotu1306;0;0;100;0;0;;;;;Zotu1309;0;0;100;0;0;;
Zotu1605;0;0;100;0;0;;;;;;Zotu1151;0;0;100;0;0;;;;;Zotu2246;0;0;100;0;0;;
Zotu2217;0;0;100;0;0;;;;;;Zotu2233;0;0;100;0;0;;;;;Zotu2245;0;0;100;0;0;;
Zotu2216;0;0;100;0;0;;;;;;Zotu1305;0;0;100;0;0;;;;;Zotu1619;0;0;100;0;0;;
Zotu2215;0;0;100;0;0;;;;;;Zotu1304;0;0;100;0;0;;;;;Zotu1618;0;0;100;0;0;;
Zotu1602;0;0;100;0;0;;;;;;Zotu1073;0;0;100;0;0;;;;;Zotu1308;0;0;100;0;0;;
Zotu1300;0;0;100;0;0;;;;;;Zotu2227;0;0;100;0;0;;;;;Zotu2237;0;0;100;0;0;;
Zotu1149;0;0;100;0;0;;;;;;Zotu2226;0;0;100;0;0;;;;;Zotu2235;0;0;100;0;0;;
Zotu2212;0;0;100;0;0;;;;;;Zotu1609;0;0;100;0;0;;;;;Zotu1614;0;0;100;0;0;;
Zotu629;0;0;100;0;0;;;;;;Zotu2225;0;0;100;0;0;;;;;Zotu1306;0;0;100;0;0;;
Zotu2211;0;0;100;0;0;;;;;;Zotu1608;0;0;100;0;0;;;;;Zotu1151;0;0;100;0;0;;
Zotu1601;0;0;100;0;0;;;;;;Zotu2223;0;0;100;0;0;;;;;Zotu2233;0;0;100;0;0;;
Zotu1600;0;0;100;0;0;;;;;;Zotu2221;0;0;100;0;0;;;;;Zotu1305;0;0;100;0;0;;
Zotu2208;0;0;100;0;0;;;;;;Zotu2220;0;0;100;0;0;;;;;Zotu2229;0;0;100;0;0;;
Zotu2206;0;0;100;0;0;;;;;;Zotu115;0;0;100;0;0;;;;;Zotu1304;0;0;100;0;0;;
Zotu1148;0;0;100;0;0;;;;;;Zotu2217;0;0;100;0;0;;;;;Zotu1073;0;0;100;0;0;;
Zotu2205;0;0;100;0;0;;;;;;Zotu2215;0;0;100;0;0;;;;;Zotu2227;0;0;100;0;0;;
Zotu2204;0;0;100;0;0;;;;;;Zotu2214;0;0;100;0;0;;;;;Zotu2226;0;0;100;0;0;;
Zotu2202;0;0;100;0;0;;;;;;Zotu1602;0;0;100;0;0;;;;;Zotu1609;0;0;100;0;0;;
Zotu2200;0;0;100;0;0;;;;;;Zotu1300;0;0;100;0;0;;;;;Zotu2225;0;0;100;0;0;;
Zotu1597;0;0;100;0;0;;;;;;Zotu1149;0;0;100;0;0;;;;;Zotu1608;0;0;100;0;0;;
Zotu1298;0;0;100;0;0;;;;;;Zotu2212;0;0;100;0;0;;;;;Zotu2223;0;0;100;0;0;;
Zotu640;0;0;100;0;0;;;;;;Zotu640;0;0;100;0;0;;;;;Zotu640;0;0;100;0;0;;
Zotu1147;0;0;100;0;0;;;;;;Zotu1601;0;0;100;0;0;;;;;Zotu2222;0;0;100;0;0;;
Zotu1071;0;0;100;0;0;;;;;;Zotu2208;0;0;100;0;0;;;;;Zotu2221;0;0;100;0;0;;
Zotu2199;0;0;100;0;0;;;;;;Zotu2206;0;0;100;0;0;;;;;Zotu2220;0;0;100;0;0;;
Zotu2198;0;0;100;0;0;;;;;;Zotu1148;0;0;100;0;0;;;;;Zotu1302;0;0;100;0;0;;
Zotu1594;0;0;100;0;0;;;;;;Zotu2205;0;0;100;0;0;;;;;Zotu2217;0;0;100;0;0;;
Zotu1297;0;0;100;0;0;;;;;;Zotu2204;0;0;100;0;0;;;;;Zotu2215;0;0;100;0;0;;
Zotu2194;0;0;100;0;0;;;;;;Zotu2203;0;0;100;0;0;;;;;Zotu1602;0;0;100;0;0;;
Zotu2192;0;0;100;0;0;;;;;;Zotu2202;0;0;100;0;0;;;;;Zotu1300;0;0;100;0;0;;
Zotu1296;0;0;100;0;0;;;;;;Zotu2200;0;0;100;0;0;;;;;Zotu1149;0;0;100;0;0;;
Zotu2190;0;0;100;0;0;;;;;;Zotu1597;0;0;100;0;0;;;;;Zotu2212;0;0;100;0;0;;
Zotu1591;0;0;100;0;0;;;;;;Zotu1298;0;0;100;0;0;;;;;Zotu1601;0;0;100;0;0;;
Zotu651;0;0;100;0;0;;;;;;Zotu651;0;0;100;0;0;;;;;Zotu651;0;0;100;0;0;;
Zotu652;0;0;100;0;0;;;;;;Zotu1147;0;0;100;0;0;;;;;Zotu221;0;0;100;0;0;;
Zotu1295;0;0;100;0;0;;;;;;Zotu2199;0;0;100;0;0;;;;;Zotu2208;0;0;100;0;0;;
Zotu2188;0;0;100;0;0;;;;;;Zotu2198;0;0;100;0;0;;;;;Zotu2206;0;0;100;0;0;;
Zotu2187;0;0;100;0;0;;;;;;Zotu1297;0;0;100;0;0;;;;;Zotu1148;0;0;100;0;0;;
Zotu2186;0;0;100;0;0;;;;;;Zotu656;0;0;100;0;0;;;;;Zotu2205;0;0;100;0;0;;
Zotu1589;0;0;100;0;0;;;;;;Zotu2195;0;0;100;0;0;;;;;Zotu2204;0;0;100;0;0;;
Zotu658;0;0;100;0;0;;;;;;Zotu2194;0;0;100;0;0;;;;;Zotu2202;0;0;100;0;0;;
Zotu1294;0;0;100;0;0;;;;;;Zotu1593;0;0;100;0;0;;;;;Zotu2200;0;0;100;0;0;;
Zotu1144;0;0;100;0;0;;;;;;Zotu2192;0;0;100;0;0;;;;;Zotu1597;0;0;100;0;0;;
Zotu2184;0;0;100;0;0;;;;;;Zotu1296;0;0;100;0;0;;;;;Zotu1298;0;0;100;0;0;;
Zotu1587;0;0;100;0;0;;;;;;Zotu2190;0;0;100;0;0;;;;;Zotu1147;0;0;100;0;0;;
Zotu2181;0;0;100;0;0;;;;;;Zotu2189;0;0;100;0;0;;;;;Zotu2199;0;0;100;0;0;;
Zotu663;0;0;100;0;0;;;;;;Zotu1295;0;0;100;0;0;;;;;Zotu2198;0;0;100;0;0;;
Zotu1585;0;0;100;0;0;;;;;;Zotu2188;0;0;100;0;0;;;;;Zotu1297;0;0;100;0;0;;
Zotu1583;0;0;100;0;0;;;;;;Zotu2187;0;0;100;0;0;;;;;Zotu2194;0;0;100;0;0;;
Zotu1292;0;0;100;0;0;;;;;;Zotu2185;0;0;100;0;0;;;;;Zotu2192;0;0;100;0;0;;
Zotu667;0;0;100;0;0;;;;;;Zotu667;0;0;100;0;0;;;;;Zotu667;0;0;100;0;0;;
Zotu1143;0;0;100;0;0;;;;;;Zotu1589;0;0;100;0;0;;;;;Zotu1296;0;0;100;0;0;;
Zotu2177;0;0;100;0;0;;;;;;Zotu1144;0;0;100;0;0;;;;;Zotu2190;0;0;100;0;0;;
Zotu1581;0;0;100;0;0;;;;;;Zotu2184;0;0;100;0;0;;;;;Zotu1590;0;0;100;0;0;;
Zotu1291;0;0;100;0;0;;;;;;Zotu1587;0;0;100;0;0;;;;;Zotu1295;0;0;100;0;0;;
Zotu2173;0;0;100;0;0;;;;;;Zotu2181;0;0;100;0;0;;;;;Zotu2188;0;0;100;0;0;;
Zotu2171;0;0;100;0;0;;;;;;Zotu1585;0;0;100;0;0;;;;;Zotu2187;0;0;100;0;0;;
Zotu1142;0;0;100;0;0;;;;;;Zotu2180;0;0;100;0;0;;;;;Zotu1589;0;0;100;0;0;;
Zotu1033;0;0;100;0;0;;;;;;Zotu1583;0;0;100;0;0;;;;;Zotu1144;0;0;100;0;0;;
Zotu1015;0;0;100;0;0;;;;;;Zotu1292;0;0;100;0;0;;;;;Zotu2184;0;0;100;0;0;;
Zotu1001;0;0;100;0;0;;;;;;Zotu1143;0;0;100;0;0;;;;;Zotu1587;0;0;100;0;0;;
Zotu2169;0;0;100;0;0;;;;;;Zotu2177;0;0;100;0;0;;;;;Zotu2181;0;0;100;0;0;;
Zotu1579;0;0;100;0;0;;;;;;Zotu2176;0;0;100;0;0;;;;;Zotu1585;0;0;100;0;0;;
Zotu2168;0;0;100;0;0;;;;;;Zotu1581;0;0;100;0;0;;;;;Zotu1293;0;0;100;0;0;;
Zotu2167;0;0;100;0;0;;;;;;Zotu1291;0;0;100;0;0;;;;;Zotu2178;0;0;100;0;0;;
Zotu1578;0;0;100;0;0;;;;;;Zotu2173;0;0;100;0;0;;;;;Zotu1583;0;0;100;0;0;;
Zotu2165;0;0;100;0;0;;;;;;Zotu2172;0;0;100;0;0;;;;;Zotu1292;0;0;100;0;0;;
Zotu682;0;0;100;0;0;;;;;;Zotu682;0;0;100;0;0;;;;;Zotu682;0;0;100;0;0;;
Zotu1577;0;0;100;0;0;;;;;;Zotu683;0;0;100;0;0;;;;;Zotu1143;0;0;100;0;0;;
Zotu2164;0;0;100;0;0;;;;;;Zotu2171;0;0;100;0;0;;;;;Zotu2177;0;0;100;0;0;;
Zotu1576;0;0;100;0;0;;;;;;Zotu685;0;0;100;0;0;;;;;Zotu1581;0;0;100;0;0;;
Zotu1289;0;0;100;0;0;;;;;;Zotu1033;0;0;100;0;0;;;;;Zotu1291;0;0;100;0;0;;
Zotu2161;0;0;100;0;0;;;;;;Zotu1015;0;0;100;0;0;;;;;Zotu2173;0;0;100;0;0;;
Zotu1575;0;0;100;0;0;;;;;;Zotu1001;0;0;100;0;0;;;;;Zotu2171;0;0;100;0;0;;
Zotu2160;0;0;100;0;0;;;;;;Zotu2169;0;0;100;0;0;;;;;Zotu1033;0;0;100;0;0;;
Zotu216;0;0;100;0;0;;;;;;Zotu1579;0;0;100;0;0;;;;;Zotu1015;0;0;100;0;0;;
Zotu2159;0;0;100;0;0;;;;;;Zotu2168;0;0;100;0;0;;;;;Zotu1001;0;0;100;0;0;;
Zotu1572;0;0;100;0;0;;;;;;Zotu2167;0;0;100;0;0;;;;;Zotu2169;0;0;100;0;0;;
Zotu1140;0;0;100;0;0;;;;;;Zotu1578;0;0;100;0;0;;;;;Zotu1579;0;0;100;0;0;;
Zotu1069;0;0;100;0;0;;;;;;Zotu1577;0;0;100;0;0;;;;;Zotu2168;0;0;100;0;0;;
Zotu2155;0;0;100;0;0;;;;;;Zotu1576;0;0;100;0;0;;;;;Zotu2167;0;0;100;0;0;;
Zotu2154;0;0;100;0;0;;;;;;Zotu1289;0;0;100;0;0;;;;;Zotu1578;0;0;100;0;0;;
Zotu1571;0;0;100;0;0;;;;;;Zotu1141;0;0;100;0;0;;;;;Zotu1577;0;0;100;0;0;;
Zotu698;0;0;100;0;0;;;;;;Zotu698;0;0;100;0;0;;;;;Zotu698;0;0;100;0;0;;
Zotu2151;0;0;100;0;0;;;;;;Zotu2161;0;0;100;0;0;;;;;Zotu1576;0;0;100;0;0;;
Zotu2149;0;0;100;0;0;;;;;;Zotu1575;0;0;100;0;0;;;;;Zotu1289;0;0;100;0;0;;
Zotu2147;0;0;100;0;0;;;;;;Zotu2160;0;0;100;0;0;;;;;Zotu2162;0;0;100;0;0;;
Zotu1569;0;0;100;0;0;;;;;;Zotu1574;0;0;100;0;0;;;;;Zotu2161;0;0;100;0;0;;
Zotu701;0;0;100;0;0;;;;;;Zotu2159;0;0;100;0;0;;;;;Zotu1575;0;0;100;0;0;;
Zotu702;0;0;100;0;0;;;;;;Zotu702;0;0;100;0;0;;;;;Zotu702;0;0;100;0;0;;
Zotu703;0;0;100;0;0;;;;;;Zotu703;0;0;100;0;0;;;;;Zotu703;0;0;100;0;0;;
Zotu2145;0;0;100;0;0;;;;;;Zotu2158;0;0;100;0;0;;;;;Zotu2160;0;0;100;0;0;;
Zotu2143;0;0;100;0;0;;;;;;Zotu2157;0;0;100;0;0;;;;;Zotu2159;0;0;100;0;0;;
Zotu1567;0;0;100;0;0;;;;;;Zotu1572;0;0;100;0;0;;;;;Zotu1572;0;0;100;0;0;;
Zotu2141;0;0;100;0;0;;;;;;Zotu1140;0;0;100;0;0;;;;;Zotu1140;0;0;100;0;0;;
Zotu2140;0;0;100;0;0;;;;;;Zotu1069;0;0;100;0;0;;;;;Zotu1069;0;0;100;0;0;;
Zotu1566;0;0;100;0;0;;;;;;Zotu2155;0;0;100;0;0;;;;;Zotu2155;0;0;100;0;0;;
Zotu1283;0;0;100;0;0;;;;;;Zotu2154;0;0;100;0;0;;;;;Zotu2154;0;0;100;0;0;;
Zotu1139;0;0;100;0;0;;;;;;Zotu1571;0;0;100;0;0;;;;;Zotu1571;0;0;100;0;0;;
Zotu1282;0;0;100;0;0;;;;;;Zotu2152;0;0;100;0;0;;;;;Zotu2151;0;0;100;0;0;;
Zotu2134;0;0;100;0;0;;;;;;Zotu2151;0;0;100;0;0;;;;;Zotu712;0;0;100;0;0;;
Zotu2133;0;0;100;0;0;;;;;;Zotu1286;0;0;100;0;0;;;;;Zotu1570;0;0;100;0;0;;
Zotu1562;0;0;100;0;0;;;;;;Zotu714;0;0;100;0;0;;;;;Zotu2149;0;0;100;0;0;;
Zotu2132;0;0;100;0;0;;;;;;Zotu2150;0;0;100;0;0;;;;;Zotu2147;0;0;100;0;0;;
Zotu1561;0;0;100;0;0;;;;;;Zotu2149;0;0;100;0;0;;;;;Zotu1569;0;0;100;0;0;;
