Axis;Eigenvalue;Percent
1;1.4739;48.167
2;0.63992;20.913
3;0.28216;9.221
4;0.2421;7.9117
5;0.16471;5.3828
6;0.057219;1.8699
7;0.053548;1.75
8;0.032694;1.0684
9;0.027509;0.899
10;0.015507;0.50678
11;0.011948;0.39048
12;0.0093562;0.30576
13;0.0067469;0.22049
14;0.0021491;0.070232
15;1.5718E-16;5.1368E-15
16;-0.0012906;-0.042177
17;-0.0092368;-0.30186
18;-0.029977;-0.97964
