Zotu110;d:Bacteria,p:Bacillota,c:Bacilli,o:Lactobacillales,f:Lactobacillaceae,g:Lactiplantibacillus
Zotu1100;d:Bacteria,p:Pseudomonadota,c:Gammaproteobacteria,o:Oceanospirillales,f:Oceanospirillaceae
Zotu1101;d:Bacteria,p:Bacillota,c:Bacilli,o:Caryophanales,f:Bacillaceae
Zotu1102;d:Bacteria,p:Pseudomonadota,c:Gammaproteobacteria,o:Oceanospirillales,f:Oceanospirillaceae,g:Neptuniibacter
Zotu1103;d:Bacteria,p:Pseudomonadota,c:Gammaproteobacteria,o:Enterobacterales,f:Enterobacteriaceae
Zotu1104;d:Bacteria,p:Pseudomonadota,c:Alphaproteobacteria,o:Rhodospirillales,f:Azospirillaceae,g:Niveispirillum
Zotu1105;d:Bacteria,p:Pseudomonadota,c:Betaproteobacteria,o:Burkholderiales,f:Burkholderiaceae,g:Burkholderia
Zotu1106;d:Bacteria,p:Bacteroidota,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae
Zotu1107;d:Bacteria,p:Pseudomonadota,c:Alphaproteobacteria,o:Hyphomicrobiales,f:Phyllobacteriaceae
Zotu1108;d:Bacteria,p:Bacillota,c:Bacilli,o:Caryophanales,f:Bacillaceae
Zotu1109;d:Bacteria,p:Bacillota,c:Bacilli,o:Caryophanales,f:Bacillaceae
Zotu111;d:Bacteria
Zotu1110;d:Bacteria,p:Pseudomonadota,c:Alphaproteobacteria,o:Hyphomicrobiales
Zotu1111;d:Bacteria,p:Pseudomonadota,c:Gammaproteobacteria,o:Enterobacterales,f:Enterobacteriaceae
Zotu1112;d:Bacteria,p:Bacillota,c:Bacilli,o:Caryophanales,f:Bacillaceae
Zotu1113;d:Bacteria,p:Bacillota,c:Bacilli,o:Lactobacillales
Zotu1114;d:Bacteria,p:Pseudomonadota,c:Gammaproteobacteria
Zotu1115;d:Bacteria,p:Pseudomonadota,c:Gammaproteobacteria,o:Enterobacterales,f:Enterobacteriaceae
Zotu1116;d:Bacteria,p:Bacillota,c:Bacilli,o:Caryophanales,f:Bacillaceae
Zotu1117;d:Bacteria,p:Bacillota,c:Bacilli,o:Caryophanales,f:Bacillaceae
Zotu1118;d:Bacteria,p:Pseudomonadota,c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadaceae,g:Stenotrophomonas
Zotu1119;d:Bacteria,p:Bacillota,c:Bacilli,o:Caryophanales,f:Bacillaceae
Zotu112;d:Bacteria,p:Pseudomonadota,c:Alphaproteobacteria,o:Rhodobacterales,f:Roseobacteraceae
Zotu1120;d:Bacteria,p:Bacillota,c:Bacilli,o:Caryophanales,f:Bacillaceae
Zotu1121;d:Bacteria,p:Bacillota,c:Clostridia,o:Eubacteriales,f:Clostridiaceae 2,g:Alkaliphilus
Zotu1122;d:Bacteria,p:Bacteroidota,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae
Zotu1123;d:Bacteria,p:Bacillota,c:Bacilli,o:Lactobacillales,f:Lactobacillaceae,g:Lactiplantibacillus
Zotu1124;d:Bacteria,p:Pseudomonadota,c:Gammaproteobacteria,o:Alteromonadales,f:Idiomarinaceae,g:Idiomarina
Zotu1125;d:Bacteria,p:Bacillota,c:Bacilli,o:Caryophanales,f:Bacillaceae
Zotu1126;d:Bacteria,p:Bacillota,c:Bacilli,o:Caryophanales,f:Bacillaceae
Zotu1127;d:Bacteria,p:Pseudomonadota
Zotu1128;d:Bacteria,p:Bacillota,c:Bacilli,o:Caryophanales,f:Bacillaceae
Zotu1129;d:Bacteria,p:Bacteroidota,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Bizionia
Zotu113;d:Bacteria,p:Pseudomonadota,c:Gammaproteobacteria,o:Alteromonadales,f:Alteromonadaceae,g:Alteromonas
Zotu1130;d:Bacteria,p:Bacillota,c:Bacilli,o:Lactobacillales
Zotu1131;d:Bacteria,p:Pseudomonadota,c:Gammaproteobacteria,o:Alteromonadales,f:Alteromonadaceae,g:Paraglaciecola
Zotu1132;d:Bacteria,p:Bacillota,c:Bacilli,o:Lactobacillales
Zotu1133;d:Bacteria,p:Pseudomonadota,c:Gammaproteobacteria,o:Enterobacterales,f:Morganellaceae,g:Morganella
Zotu1134;d:Bacteria,p:Bacillota,c:Bacilli,o:Caryophanales,f:Bacillaceae
Zotu1135;d:Bacteria,p:Pseudomonadota,c:Alphaproteobacteria,o:Rhodobacterales,f:Roseobacteraceae
Zotu1136;d:Bacteria,p:Pseudomonadota,c:Gammaproteobacteria,o:Alteromonadales,f:Alteromonadaceae
Zotu1137;d:Bacteria,p:Bacillota,c:Clostridia,o:Eubacteriales,f:Clostridiaceae 2,g:Alkaliphilus
Zotu1138;d:Bacteria,p:Bacillota,c:Bacilli,o:Caryophanales
Zotu1139;d:Bacteria,p:Bacillota,c:Bacilli
Zotu114;d:Bacteria,p:Pseudomonadota,c:Gammaproteobacteria,o:Alteromonadales,f:Alteromonadaceae
Zotu1140;d:Bacteria,p:Bacillota,c:Bacilli
Zotu1141;d:Bacteria,p:Bacillota,c:Bacilli,o:Caryophanales
Zotu1142;d:Bacteria,p:Pseudomonadota,c:Alphaproteobacteria
Zotu1143;d:Bacteria,p:Pseudomonadota,c:Gammaproteobacteria,o:Pseudomonadales,f:Moraxellaceae,g:Acinetobacter
Zotu1144;d:Bacteria,p:Bacillota,c:Bacilli,o:Caryophanales
Zotu1145;d:Bacteria,p:Pseudomonadota,c:Gammaproteobacteria,o:Alteromonadales,f:Alteromonadaceae,g:Paraglaciecola
Zotu1146;d:Eukaryota,p:Plantae,c:Liliopsida,o:Poales,f:Poaceae,g:Zea
Zotu1147;d:Bacteria,p:Bacillota,c:Bacilli,o:Caryophanales,f:Bacillaceae
Zotu1148;d:Bacteria,p:Pseudomonadota,c:Gammaproteobacteria,o:Enterobacterales
Zotu1149;d:Bacteria,p:Bacillota,c:Bacilli
Zotu115;d:Bacteria,p:Pseudomonadota,c:Oligoflexia,o:Bacteriovoracales
Zotu1150;d:Bacteria,p:Bacteroidota,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae
Zotu1151;d:Bacteria,p:Bacillota,c:Bacilli,o:Lactobacillales,f:Enterococcaceae,g:Enterococcus
Zotu1152;d:Bacteria,p:Bacteroidota,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae
Zotu1153;d:Bacteria,p:Bacillota,c:Bacilli,o:Lactobacillales,f:Enterococcaceae
Zotu1154;d:Bacteria,p:Bacillota,c:Bacilli,o:Caryophanales,f:Bacillaceae
Zotu1155;d:Bacteria,p:Bacillota,c:Bacilli,o:Caryophanales,f:Bacillaceae
Zotu1156;d:Bacteria,p:Bacteroidota,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Muricauda
Zotu1157;d:Bacteria,p:Verrucomicrobiota,c:Opitutia,o:Opitutales,f:Opitutaceae
Zotu1158;d:Bacteria,p:Bacillota,c:Bacilli,o:Caryophanales
Zotu1159;d:Bacteria,p:Bacillota,c:Bacilli,o:Caryophanales,f:Bacillaceae
Zotu116;d:Bacteria,p:Bacteroidota,c:Saprospiria,o:Saprospirales,f:Saprospiraceae,g:Aureispira
Zotu1160;d:Bacteria,p:Bacillota,c:Bacilli,o:Lactobacillales
Zotu1161;d:Bacteria,p:Pseudomonadota,c:Gammaproteobacteria,o:Alteromonadales,f:Alteromonadaceae,g:Paraglaciecola
Zotu1162;d:Bacteria,p:Bacillota,c:Bacilli,o:Caryophanales,f:Bacillaceae
Zotu1163;d:Bacteria,p:Pseudomonadota,c:Gammaproteobacteria
Zotu1164;d:Bacteria,p:Fusobacteriota,c:Fusobacteriia,o:Fusobacteriales,f:Fusobacteriaceae,g:Fusobacterium
Zotu1165;d:Bacteria,p:Pseudomonadota,c:Alphaproteobacteria,o:Rhodobacterales,f:Roseobacteraceae,g:Roseovarius
Zotu1166;d:Bacteria
Zotu1167;d:Bacteria,p:Pseudomonadota,c:Gammaproteobacteria,o:Oceanospirillales,f:Halomonadaceae,g:Halomonas
Zotu1168;d:Bacteria,p:Pseudomonadota,c:Alphaproteobacteria,o:Hyphomicrobiales
Zotu1169;d:Bacteria,p:Pseudomonadota,c:Alphaproteobacteria,o:Sphingomonadales
Zotu117;d:Bacteria,p:Pseudomonadota,c:Alphaproteobacteria,o:Hyphomicrobiales,f:Methylobacteriaceae,g:Methylobacterium
Zotu1170;d:Bacteria,p:Pseudomonadota,c:Gammaproteobacteria,o:Alteromonadales,f:Alteromonadaceae,g:Paraglaciecola
Zotu1171;d:Bacteria,p:Pseudomonadota,c:Gammaproteobacteria,o:Oceanospirillales,f:Halomonadaceae,g:Halomonas
Zotu1172;d:Bacteria,p:Pseudomonadota,c:Gammaproteobacteria,o:Enterobacterales,f:Morganellaceae
Zotu1173;d:Bacteria,p:Bacteroidota,c:Flavobacteriia,o:Flavobacteriales
Zotu1174;d:Bacteria,p:Bacillota,c:Clostridia,o:Eubacteriales,f:Clostridiaceae 1,g:Clostridium sensu stricto
Zotu1175;d:Bacteria,p:Bacteroidota,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Muricauda
Zotu1176;d:Bacteria,p:Pseudomonadota,c:Gammaproteobacteria,o:Oceanospirillales,f:Halomonadaceae,g:Halomonas
Zotu1177;d:Bacteria,p:Bacteroidota,c:Flavobacteriia,o:Flavobacteriales
Zotu1178;d:Bacteria,p:Pseudomonadota,c:Alphaproteobacteria,o:Rhodobacterales,f:Roseobacteraceae
Zotu1179;d:Bacteria,p:Pseudomonadota,c:Gammaproteobacteria,o:Alteromonadales,f:Alteromonadaceae
Zotu118;d:Bacteria,p:Pseudomonadota,c:Gammaproteobacteria,o:Thiotrichales,f:Piscirickettsiaceae,g:Methylophaga
Zotu1180;d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Bacteroidales,f:Porphyromonadaceae,g:Macellibacteroides
Zotu1181;d:Bacteria,p:Pseudomonadota,c:Gammaproteobacteria,o:Alteromonadales,f:Alteromonadaceae
Zotu1182;d:Bacteria,p:Pseudomonadota,c:Gammaproteobacteria
Zotu1183;d:Bacteria,p:Pseudomonadota,c:Gammaproteobacteria,o:Alteromonadales,f:Alteromonadaceae,g:Paraglaciecola
Zotu1184;d:Bacteria,p:Bacillota,c:Bacilli
Zotu1185;d:Bacteria,p:Pseudomonadota,c:Deltaproteobacteria,o:Myxococcales,f:Sorangiineae,g:Labilitrichaceae
Zotu1186;d:Bacteria,p:Pseudomonadota,c:Alphaproteobacteria,o:Rhodobacterales,f:Roseobacteraceae,g:Sulfitobacter
Zotu1187;d:Bacteria,p:Bacillota,c:Bacilli,o:Caryophanales
Zotu1188;d:Bacteria,p:Bacillota,c:Bacilli
Zotu1189;d:Bacteria,p:Bacillota,c:Bacilli,o:Caryophanales
Zotu119;d:Bacteria,p:Pseudomonadota,c:Gammaproteobacteria,o:Thiotrichales,f:Piscirickettsiaceae,g:Methylophaga
Zotu1190;d:Bacteria,p:Pseudomonadota,c:Gammaproteobacteria
Zotu1191;d:Bacteria,p:Pseudomonadota,c:Gammaproteobacteria,o:Pseudomonadales,f:Pseudomonadaceae,g:Pseudomonas
Zotu1192;d:Bacteria,p:Pseudomonadota,c:Gammaproteobacteria,o:Alteromonadales,f:Alteromonadaceae,g:Paraglaciecola
Zotu1193;d:Bacteria,p:Bacillota,c:Bacilli,o:Lactobacillales
Zotu1194;d:Bacteria,p:Bacteroidota,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Muricauda
Zotu1195;d:Bacteria,p:Pseudomonadota,c:Gammaproteobacteria,o:Alteromonadales,f:Alteromonadaceae,g:Paraglaciecola
Zotu1196;d:Bacteria,p:Pseudomonadota,c:Gammaproteobacteria,o:Alteromonadales
