;1;6;8;9;10;11;12;13;14;15;16;17;19;20;21;22;23;24;25;26;27;28;29;30;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96
#OTU ID;Cop_pro_D16_1_1;Cop_pro_D16_2_3;Cop_pro_D16_3_2;Cop_pro_D16_3_3;Cop_pro_D16_4_1;Cop_pro_D16_4_2;Cop_pro_D16_4_3;Cop_ctr_D16_1_1;Cop_ctr_D16_1_2;Cop_ctr_D16_1_3;Cop_ctr_D16_2_1;Cop_ctr_D16_2_2;Cop_ctr_D16_3_1;Cop_ctr_D16_3_2;Cop_ctr_D16_3_3;Cop_ctr_D16_4_1;Cop_ctr_D16_4_2;Cop_ctr_D16_4_3;Prob_D16_1;Prob_D16_2;Prob_D16_3;Alg_D16_1;Alg_D16_2;Alg_D16_3;Cop_pro_D21_1_1;Cop_pro_D21_1_2;Cop_pro_D21_1_3;Cop_pro_D21_2_1;Cop_pro_D21_2_2;Cop_pro_D21_2_3;Cop_pro_D21_3_1;Cop_pro_D21_3_2;Cop_pro_D21_3_3;Cop_pro_D21_4_1;Cop_pro_D21_4_2;Cop_pro_D21_4_3;Cop_ctr_D21_1_1;Cop_ctr_D21_1_2;Cop_ctr_D21_1_3;Cop_ctr_D21_2_1;Cop_ctr_D21_2_2;Cop_ctr_D21_2_3;Cop_ctr_D21_3_1;Cop_ctr_D21_3_2;Cop_ctr_D21_3_3;Cop_ctr_D21_4_1;Cop_ctr_D21_4_2;Cop_ctr_D21_4_3;Prob_D21_1;Prob_D21_2;Prob_D21_3;Alg_D21_1;Alg_D21_2;Alg_D21_3;Cop_pro_D24_1_1;Cop_pro_D24_1_2;Cop_pro_D24_1_3;Cop_pro_D24_2_1;Cop_pro_D24_2_2;Cop_pro_D24_2_3;Cop_pro_D24_3_1;Cop_pro_D24_3_2;Cop_pro_D24_3_3;Cop_pro_D24_4_1;Cop_pro_D24_4_2;Cop_pro_D24_4_3;Cop_ctr_D24_1_1;Cop_ctr_D24_1_2;Cop_ctr_D24_1_3;Cop_ctr_D24_2_1;Cop_ctr_D24_2_2;Cop_ctr_D24_2_3;Cop_ctr_D24_3_1;Cop_ctr_D24_3_2;Cop_ctr_D24_3_3;Cop_ctr_D24_4_1;Cop_ctr_D24_4_2;Cop_ctr_D24_4_3;Prob_D24_1;Prob_D24_2;Prob_D24_3;Alg_D24_1;Alg_D24_2;Alg_D24_3
Zotu610;0;1;0;0;0;0;0;0;0;0;0;0;4;1;3;1;0;4;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;3;9;0;2;1;0;2;2;1;1;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;2;0;1;21;7;4;4;0;0;0;0;0;0;0;0
Zotu611;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;3;1;2;0;3;0;0;0;0;1;3;3;4;6;0;0;0;0;0;0;0;0;3;0;0;0;2;1;1;2;0;0;2;0;0;0;1;0;0;0;11;5
Zotu612;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;3;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;22;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;55;68;99
Zotu613;0;0;1;1;0;0;0;1;0;0;0;0;2;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;2;2;1;2;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;3;2;0;0;1;5;3;21;29;0;1;0;0;1;0;0;0;0;1;0;1;4;2;0;0;0;0;0;0;0
Zotu614;4;6;1;4;6;12;5;1;0;0;0;0;2;0;1;0;0;0;1;0;0;0;0;2;3;4;4;8;4;12;19;7;3;17;11;5;4;17;9;10;4;6;3;5;16;2;1;3;0;0;0;0;0;1;1;2;0;3;3;11;5;14;25;1;3;1;3;5;65;61;67;15;10;9;6;3;0;0;1;1;1;0;0;0
Zotu615;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;19;29;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;9;2;0;0;0
Zotu616;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;4;0;0;0;0;0;0;0;31;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Zotu617;14;2;11;21;5;6;8;10;1;0;13;31;6;7;1;1;11;3;0;1;1;34;55;41;14;48;26;17;27;46;50;67;43;43;32;54;80;57;53;17;5;11;49;29;14;25;31;13;0;0;0;47;75;52;3;0;1;1;0;3;25;7;8;0;0;0;4;0;2;6;2;4;8;5;7;7;1;1;0;0;0;27;30;18
Zotu618;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;13;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;10;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;7;5;0;0;0
Zotu619;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;19;23
Zotu62;1;1;2;2;2;0;0;0;0;1;2;1;0;0;0;1;4;0;565;285;174;1;2;5;14;6;3;3;3;2;4;5;10;5;4;4;0;0;2;2;2;1;4;0;1;1;6;3;422;455;429;1;1;0;6;3;13;8;3;2;2;3;3;4;4;0;3;0;0;2;5;1;1;0;6;1;2;1;692;537;862;0;0;0
Zotu620;1;0;0;0;1;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;1;0;9;3;0;0;4;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;3;0;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Zotu621;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;1;0;0;1;2;0;0;0;0;0;2;0;0;0;0;0;0;0;2;0;0;6;0;6;11;21;3;2;6;1;4;2;0;0;0;0;0;1;3;2;3;0;1;1;3;2;1;0;1;3;123;38;60;48;10;19;44;77;88;83;244;80;7;3;3;5;0;0
Zotu622;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;20;15;4;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;11;20;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;22;23;1;0;0
Zotu623;0;0;0;0;0;0;0;0;0;0;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;2;0;0;0;3;0;0;0;0;0;1;0;0;0;2;0;0;1;0;0;0;0;0;0;2;0;1;1;0;0;0;2;1;0;0;1;0;0;0;0;0;0;11;6;12;5;4;7;0;0;0;0;0;0
Zotu624;12;13;19;6;1;2;2;1;0;0;3;13;7;5;4;0;4;17;0;2;0;20;51;24;5;40;9;6;7;1;11;19;8;14;6;17;11;24;19;15;16;9;13;1;1;8;9;1;0;2;0;96;126;180;1;0;3;4;1;3;39;7;4;0;0;2;1;0;3;10;48;3;2;18;14;7;4;2;2;0;0;271;240;167
Zotu625;4;7;3;0;0;0;0;1;0;0;0;0;0;0;0;0;1;9;0;0;0;3;0;0;1;3;4;1;2;3;1;6;3;3;2;3;2;4;1;4;1;2;5;1;4;0;2;2;0;0;0;0;0;0;0;0;0;10;6;2;3;1;0;4;3;4;0;0;1;11;1;7;12;4;7;0;4;1;0;0;0;0;0;0
Zotu626;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;12;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;4;0;0;0
Zotu627;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;1;0;0;1;0;2;4;1;8;2;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;3;0;2;14;28;11;7;5;3;4;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Zotu628;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;19;22
Zotu629;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;25;42;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;4;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;25;30;57
Zotu63;1;7;5;0;13;2;1;2;11;1;27;0;1;4;2;0;1;4;0;1;1;3;0;6;31;57;51;1;11;4;5;3;21;62;57;53;81;74;40;512;236;676;44;42;55;201;161;68;2;2;1;1;3;1;153;131;85;5;8;5;12;32;28;224;223;117;65;71;66;666;192;606;6;39;17;46;71;40;2;2;0;2;0;0
Zotu630;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;6;1;2;7;5;2;4;1;0;3;4;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;7;12;3;0;2;9;0;0;0;0;2;0;2;1;0;0;1;1;0;0;0;0;0;0;0;0;0
Zotu631;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;13;1;0;7;5;0;9;7;2;1;10;0;5;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;1;3;3;6;1;3;0;2;0;0;0;1;0;3;0;0;0;3;0;0;0;0;0;0;0;0;0
Zotu632;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;15;4;0;0;10;0;2;0;0;0;0;0;0;0;0;0;0
Zotu633;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65;79;100;0;0;3;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;67;78;19;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;39;62;33;0;0;0
Zotu634;7;21;14;6;0;1;1;0;0;0;2;0;0;0;1;0;3;9;0;0;0;0;1;1;1;8;5;2;5;1;2;4;4;1;0;5;0;1;3;0;0;0;2;0;2;3;3;2;0;0;0;0;0;0;0;1;2;2;4;1;6;0;1;0;0;2;3;1;0;4;1;0;24;4;8;1;1;2;0;0;0;0;0;0
Zotu635;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;5;21;14;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;8;17;20;0;0;0
Zotu636;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;7;21
Zotu637;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;26;29
Zotu638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4;10;4;0;0;3;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;11;13;1;0;0;1;0;0;0;0;0;0;0;0
Zotu639;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;16;10;11
Zotu64;0;1;3;0;1;0;10;137;1;168;38;37;5;16;14;3;5;22;0;5;2;4;3;1;53;12;21;27;91;53;30;11;71;27;24;26;72;51;76;30;126;41;55;114;182;709;200;371;4;0;0;2;0;0;95;25;68;3;3;5;5;9;7;42;21;0;39;78;38;34;17;54;274;115;231;32;100;269;3;1;1;0;0;0
Zotu640;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;19;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;1;1;0;0;0
Zotu641;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;0;8;0;0;0;0;0;0;4;1;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;9;0;0;0;0;0;0
Zotu642;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;4;0;0;2;5;7;15;1;2;6;1;8;8;0;4;3;0;2;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Zotu643;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;12;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;9;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;6;5;0;0;0
Zotu644;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;7;0;4;1;0;2;0;0;0;17;0;1;0;0;0;0;0;6;3;0;2;2;0;0;0;0;0;0;0;0;0;6;41;11;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0
Zotu645;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;7;21
Zotu646;0;0;0;0;0;0;7;0;0;0;0;6;0;0;0;0;0;0;4;6;21;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;6;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0;0;0
Zotu647;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;13;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;8;2;0;0;0
Zotu648;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;3;3;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;11;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;11;17;0;0;0
Zotu649;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;16;44;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;18;41;0;0;0
Zotu65;0;3;2;2;43;0;2;0;1;3;0;0;0;0;1;1;2;1;286;592;531;1;3;3;17;2;2;0;14;7;11;4;13;0;4;4;0;0;0;0;2;0;1;0;2;0;0;3;465;371;208;2;3;1;15;13;42;2;2;0;0;4;4;2;1;1;3;0;0;3;1;0;1;0;1;1;2;0;448;543;533;3;0;0
Zotu650;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;21;20;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;11;5;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;4;5;0;0;0
Zotu651;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;1;0;0;0
Zotu652;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;17;24
Zotu653;7;23;51;5;3;2;0;1;0;0;3;8;3;8;0;0;1;6;2;2;3;25;42;46;5;13;3;2;4;4;7;9;6;5;6;14;10;11;13;12;11;6;6;4;2;1;6;2;0;3;3;82;104;156;3;1;0;2;0;0;13;8;3;0;0;0;1;1;0;8;76;1;1;6;11;5;3;1;0;0;0;134;222;112
Zotu654;0;1;0;0;0;1;0;13;24;0;0;2;0;1;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;6;0;0;0;0;0;0;0;0;0
Zotu655;0;0;0;0;0;5;15;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;0;3;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Zotu656;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;6;5;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;8;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;13;3;0;0;0
Zotu657;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;1;2;0;0;0;9;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Zotu658;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;6;3;3;0;0;1;5;1;0;0;0;0;0;0;0;5;0;1;10;0;0;0;0;0;0;0
Zotu659;11;1;0;0;0;1;1;8;3;0;0;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;9;0;0;0;0;0;0
Zotu66;0;1;2;3;15;0;8;2;0;3;2;0;1;0;3;0;5;2;282;664;573;1;2;3;17;6;9;1;16;0;6;9;22;3;6;6;0;0;1;2;5;0;1;1;0;0;6;2;514;413;206;2;3;1;41;10;80;5;1;0;5;6;5;7;5;0;1;0;4;0;1;0;0;1;6;4;4;0;463;566;517;4;0;0
Zotu660;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;12;12;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;6;2;0;0;0
Zotu661;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;16;39;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;22;8;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;17;24;0;0;0
Zotu662;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;5;1;2;0;0;0;0;0;1;0;0;0;34;6;6;1;1;2;0;0;0;0;0;0
Zotu663;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;16;6;6;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;14;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;8;4;0;0;0
Zotu664;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;6;0;0;0;1;2;6;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;2;3;33;9;12;2;2;1;2;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Zotu665;2;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;3;1;0;1;3;1;5;3;19;0;1;2;0;2;2;0;0;0;0;0;0;0;1;0;0;1;0;2;2;0;0;0;3;15;4;3;39;5;13;2;5;1;14;21;5;0;0;0;0;0;0
Zotu666;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;13;15
Zotu667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;7;1;0;0;0
Zotu668;1;0;1;1;0;0;1;0;1;0;1;1;2;0;0;0;0;1;0;1;1;1;2;4;4;18;13;1;0;1;1;1;2;1;0;2;0;4;4;6;2;14;0;0;1;0;2;5;0;0;0;0;0;0;3;1;0;2;2;0;3;1;2;0;0;1;14;2;2;24;2;5;0;0;6;14;11;6;0;0;0;0;0;0
Zotu669;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;9;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;13;7;0;0;0
Zotu67;37;14;44;37;6;12;18;7;5;7;39;110;14;13;9;3;10;15;2;6;5;67;105;75;44;145;55;58;75;105;172;174;73;107;100;144;157;160;156;50;15;29;146;51;56;42;73;47;0;4;0;120;150;151;5;3;2;4;2;2;55;17;24;2;5;1;9;2;4;4;5;1;20;24;23;13;7;5;1;2;2;85;91;59
Zotu670;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;8;3;0;0;0;0;2;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;5;0;0;0;3;0;0;0;0;3;2;0;0;0;0;0;0
Zotu671;3;0;0;0;0;2;2;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;52;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Zotu672;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;5;13;15
Zotu673;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;2;0;3;0;3;5;3;2;4;7;2;1;0;1;4;2;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Zotu674;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;19;1;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0
Zotu675;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;7;0;0;0;0
Zotu676;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;20;3;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;5;15;9;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;6;8;0;0;0
